id,video,label
512,https://www.instagram.com/reel/DGVkYrhzf3h/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Joy
514,https://www.instagram.com/reel/DGfpHvTyYhM/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Joy
516,https://www.instagram.com/reel/DDRjJrgykQO/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Surprise
517,https://www.instagram.com/reel/DDPkkpoyq9G/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Trust
518,https://www.instagram.com/reel/DDJwtwyJDeV/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Trust
519,https://www.instagram.com/reel/DCWYeZGyB4L/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Anger
520,https://www.instagram.com/reel/DJbQPPKSja2/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Trust
521,https://www.instagram.com/reel/DHFjsc_TWVh/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Proud
522,https://www.instagram.com/reel/DCYdNL5B3rE/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Joy
523,https://www.instagram.com/reel/DB-ZPagSfcY/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Surprise
524,https://www.instagram.com/reel/C_aZ8XNS1Yx/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Trust
525,https://www.instagram.com/reel/DND7EOxqkuS/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Proud
526,https://www.instagram.com/reel/DNBZAUYq3K1/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Surprise
527,https://www.instagram.com/reel/DNA-HZqKs3p/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Proud
528,https://www.instagram.com/reel/DM_q6MPK8sH/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Joy
529,https://www.instagram.com/reel/DM9-OzsKZMC/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Joy
530,https://www.instagram.com/reel/DM0CWs5TpvK/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Proud
531,https://www.instagram.com/reel/DMALx6DyRPU/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Trust
532,https://www.instagram.com/reel/DL9UG94q6AG/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Proud
533,https://www.instagram.com/reel/DLrdrg2K4Jm/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Trust
534,https://www.instagram.com/reel/DJsx6eyqa8U/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Trust
535,https://www.instagram.com/reel/DJa-JEDJv2q/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Trust
536,https://www.instagram.com/reel/DCGpN-1qRtj/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Joy
537,https://www.instagram.com/reel/DBaikZOqWNY/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Proud
538,https://www.instagram.com/reel/DBNjRxeqv8F/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Trust
539,https://www.instagram.com/reel/DBK5AWaKwS_/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Proud
540,https://www.instagram.com/reel/DA2qr_qqUmX/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Trust
541,https://www.instagram.com/reel/DA0PU30q5U2/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Surprise
542,https://www.instagram.com/reel/DMnUOVsSTMH/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Surprise
543,https://www.instagram.com/reel/DIgc83ySemo/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Proud
544,https://www.instagram.com/reel/DDtwlcqydxs/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Surprise
545,https://www.instagram.com/reel/C_f3qbRKG_L/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Joy
546,https://www.instagram.com/reel/DMXlpMhz12R/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Proud
547,https://www.instagram.com/reel/DNLfF80S3j8/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Trust
548,https://www.instagram.com/reel/DGT-0jQz_xm/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Proud
549,https://www.instagram.com/reel/DAxrfeVPeV-/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Trust
550,https://www.instagram.com/reel/Cx920V4Khr2/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Proud
551,https://www.instagram.com/reel/C-9fgpUqHzV/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Surprise
552,https://www.instagram.com/reel/C_anlr5vVn8/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Proud
553,https://www.instagram.com/reel/C_cy6a1vJ6K/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Joy
554,https://www.instagram.com/reel/C_dRijAvKd7/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Proud
555,https://www.instagram.com/reel/C_hD24zhPj3/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Joy
556,https://www.instagram.com/reel/DI8zcF4yMIj/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,Surprise
683,"https://scontent-cgk2-1.cdninstagram.com/o1/v/t2/f2/m86/AQPYnSGoFjuMdsjQNQBN-KPMwY0jLAnqYkNsP8f742yXa0TpgITMz5053fziOwgxG_VhxIHEQ7mpaDYzxAtdF9MOYDteRNZhXevG8ZE.mp4?_nc_cat=104&_nc_sid=5e9851&_nc_ht=scontent-cgk2-1.cdninstagram.com&_nc_ohc=iokpCMvVPdAQ7kNvwGh0pTe&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6NzQzNjQ0Mjg4MDI4NjMxLCJ2aV91c2VjYXNlX2lkIjoxMDA5OSwiZHVyYXRpb25fcyI6ODcsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&vs=91cc9ad00c4a209e&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9GRTQ4QjAzN0U5MDExNkRGNzY4QjUzQUQ5NEMzMDU5NF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HQWVlSXg0ZUs1YmdDeU1GQUFpWWxqMzlDcmwwYnFfRUFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmrr-E2uWV0gIVAigCQzMsF0BVxmZmZmZmGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=uGYR9tdSTLtNR-5m1txQvw&_nc_zt=28&oh=00_AfWQtOSkaS_-93qIgXT56zl5Vk7Dl3DdDK2BdgHXVoKRUg&oe=689B8055, https://scontent-cgk2-1.cdninstagram.com/o1/v/t2/f2/m86/AQPYnSGoFjuMdsjQNQBN-KPMwY0jLAnqYkNsP8f742yXa0TpgITMz5053fziOwgxG_VhxIHEQ7mpaDYzxAtdF9MOYDteRNZhXevG8ZE.mp4?_nc_cat=104&_nc_sid=5e9851&_nc_ht=scontent-cgk2-1.cdninstagram.com&_nc_ohc=iokpCMvVPdAQ7kNvwGh0pTe&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6NzQzNjQ0Mjg4MDI4NjMxLCJ2aV91c2VjYXNlX2lkIjoxMDA5OSwiZHVyYXRpb25fcyI6ODcsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&vs=91cc9ad00c4a209e&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9GRTQ4QjAzN0U5MDExNkRGNzY4QjUzQUQ5NEMzMDU5NF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HQWVlSXg0ZUs1YmdDeU1GQUFpWWxqMzlDcmwwYnFfRUFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmrr-E2uWV0gIVAigCQzMsF0BVxmZmZmZmGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=uGYR9tdSTLtNR-5m1txQvw&_nc_zt=28&oh=00_AfWQtOSkaS_-93qIgXT56zl5Vk7Dl3DdDK2BdgHXVoKRUg&oe=689B8055, https://scontent-cgk2-1.cdninstagram.com/o1/v/t2/f2/m86/AQPYnSGoFjuMdsjQNQBN-KPMwY0jLAnqYkNsP8f742yXa0TpgITMz5053fziOwgxG_VhxIHEQ7mpaDYzxAtdF9MOYDteRNZhXevG8ZE.mp4?_nc_cat=104&_nc_sid=5e9851&_nc_ht=scontent-cgk2-1.cdninstagram.com&_nc_ohc=iokpCMvVPdAQ7kNvwGh0pTe&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6NzQzNjQ0Mjg4MDI4NjMxLCJ2aV91c2VjYXNlX2lkIjoxMDA5OSwiZHVyYXRpb25fcyI6ODcsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&vs=91cc9ad00c4a209e&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9GRTQ4QjAzN0U5MDExNkRGNzY4QjUzQUQ5NEMzMDU5NF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HQWVlSXg0ZUs1YmdDeU1GQUFpWWxqMzlDcmwwYnFfRUFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmrr-E2uWV0gIVAigCQzMsF0BVxmZmZmZmGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=uGYR9tdSTLtNR-5m1txQvw&_nc_zt=28&oh=00_AfWQtOSkaS_-93qIgXT56zl5Vk7Dl3DdDK2BdgHXVoKRUg&oe=689B8055",Sadness
684,"https://scontent-cgk2-2.cdninstagram.com/o1/v/t2/f2/m86/AQNLQw83UEeOwNEKRHDbUX16zTeoBKrVnoesLW68kqGtWi0u_cmqP4JogzCCB55yIFj0cLyeSfrTiB4WEfD2HqUTy1lsqxzaouPA3Ik.mp4?_nc_cat=110&_nc_sid=5e9851&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_ohc=-kJ0v2SJyvQQ7kNvwEyMQPo&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MjQwMTg1NTMyNzQ0OTczNDMsInZpX3VzZWNhc2VfaWQiOjEwMDk5LCJkdXJhdGlvbl9zIjozMCwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=c0d4854ce0a1dec5&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9BRjQwRDAwRTVFRjBDMUJCM0E1RDU0QjU3QTZDRUU4MF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HT1Q5eVI3UjdMZUtNUU1FQU9NYlJ6akEzUm9MYnFfRUFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAm_uSP_-avqlUVAigCQzMsF0A-mZmZmZmaGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=qYsP2FaRh_-cHwqcm4QxDA&_nc_zt=28&oh=00_AfVPkdga5DFDYZVJgDG3dXwuLauNdcCR3cAoX3ZAsjHpgQ&oe=689B8417, https://scontent-cgk2-2.cdninstagram.com/o1/v/t2/f2/m86/AQNLQw83UEeOwNEKRHDbUX16zTeoBKrVnoesLW68kqGtWi0u_cmqP4JogzCCB55yIFj0cLyeSfrTiB4WEfD2HqUTy1lsqxzaouPA3Ik.mp4?_nc_cat=110&_nc_sid=5e9851&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_ohc=-kJ0v2SJyvQQ7kNvwEyMQPo&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MjQwMTg1NTMyNzQ0OTczNDMsInZpX3VzZWNhc2VfaWQiOjEwMDk5LCJkdXJhdGlvbl9zIjozMCwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=c0d4854ce0a1dec5&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9BRjQwRDAwRTVFRjBDMUJCM0E1RDU0QjU3QTZDRUU4MF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HT1Q5eVI3UjdMZUtNUU1FQU9NYlJ6akEzUm9MYnFfRUFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAm_uSP_-avqlUVAigCQzMsF0A-mZmZmZmaGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=qYsP2FaRh_-cHwqcm4QxDA&_nc_zt=28&oh=00_AfVPkdga5DFDYZVJgDG3dXwuLauNdcCR3cAoX3ZAsjHpgQ&oe=689B8417, https://scontent-cgk2-2.cdninstagram.com/o1/v/t2/f2/m86/AQNLQw83UEeOwNEKRHDbUX16zTeoBKrVnoesLW68kqGtWi0u_cmqP4JogzCCB55yIFj0cLyeSfrTiB4WEfD2HqUTy1lsqxzaouPA3Ik.mp4?_nc_cat=110&_nc_sid=5e9851&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_ohc=-kJ0v2SJyvQQ7kNvwEyMQPo&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MjQwMTg1NTMyNzQ0OTczNDMsInZpX3VzZWNhc2VfaWQiOjEwMDk5LCJkdXJhdGlvbl9zIjozMCwidXJsZ2VuX3NvdXJjZSI6Ind3dyJ9&ccb=17-1&vs=c0d4854ce0a1dec5&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9BRjQwRDAwRTVFRjBDMUJCM0E1RDU0QjU3QTZDRUU4MF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HT1Q5eVI3UjdMZUtNUU1FQU9NYlJ6akEzUm9MYnFfRUFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAm_uSP_-avqlUVAigCQzMsF0A-mZmZmZmaGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=qYsP2FaRh_-cHwqcm4QxDA&_nc_zt=28&oh=00_AfVPkdga5DFDYZVJgDG3dXwuLauNdcCR3cAoX3ZAsjHpgQ&oe=689B8417",Surprise
